date,triplet
01-02-2023,"{""head"": ""Elon Musk"", ""relation"": ""dialogue with Saudi Arabia's Public Investment Fund"", ""tail"": ""began in late 2016 and carried on 18 months""}"
01-02-2023,"{""head"": ""Sam Teller"", ""relation"": ""served as top aide to Elon Musk for approximately"", ""tail"": ""five years beginning in 2014""}"
01-02-2023,"{""head"": ""Tesla investors"", ""relation"": ""lost $12 billion from Elon Musk's tweets"", ""tail"": ""None""}"
01-02-2023,"{""head"": ""Kimbal Musk"", ""relation"": ""advised his brother Elon Musk to"", ""tail"": ""stop insulting people on Twitter""}"
02-02-2023,"{""head"": ""Tesla"", ""relation"": ""boost production"", ""tail"": ""Shanghai factory""}"
02-02-2023,"{""head"": ""Tesla"", ""relation"": ""increase"", ""tail"": ""demand""}"
02-02-2023,"{""head"": ""Ford Motor"", ""relation"": ""advanced"", ""tail"": ""share price""}"
02-02-2023,"{""head"": ""Ford Motor"", ""relation"": ""declined"", ""tail"": ""share price""}"
02-02-2023,"{""head"": ""Tesla"", ""relation"": ""increased"", ""tail"": ""85%""}"
03-02-2023,"{""head"": ""Elon Musk"", ""relation"": ""found not liable"", ""tail"": ""misleading investors""}"
03-02-2023,"{""head"": ""Tesla"", ""relation"": ""shares rose"", ""tail"": ""1.6%""}"
03-02-2023,"{""head"": ""Elon Musk"", ""relation"": ""divided attention"", ""tail"": ""Tesla, SpaceX, Twitter""}"
03-02-2023,"{""head"": ""Tesla shareholders"", ""relation"": ""claimed misled"", ""tail"": ""funding secured tweet""}"
03-02-2023,"{""head"": ""Elon Musk"", ""relation"": ""stated"", ""tail"": ""tweets do not always affect Tesla stock""}"
04-02-2023,"{""head"": ""Tesla"", ""relation"": ""reversed course on price cuts"", ""tail"": ""Model Y""}"
04-02-2023,"{""head"": ""Tesla"", ""relation"": ""surge in demand"", ""tail"": ""Model Y""}"
04-02-2023,"{""head"": ""Biden administration"", ""relation"": ""loosened regulations"", ""tail"": ""electric vehicle tax credits""}"
04-02-2023,"{""head"": ""Tesla"", ""relation"": ""bumped up prices"", ""tail"": ""Model Y""}"
04-02-2023,"{""head"": ""Tesla"", ""relation"": ""third price change"", ""tail"": ""past month""}"
05-02-2023,"{""head"": ""Elon Musk"", ""relation"": ""cleared of wrongdoing"", ""tail"": ""by a jury in San Francisco""}"
05-02-2023,"{""head"": ""Tesla"", ""relation"": ""share price rose"", ""tail"": ""1% after the verdict""}"
05-02-2023,"{""head"": ""Sean O'Hara"", ""relation"": ""said"", ""tail"": ""tech stocks have gotten a little ahead of themselves""}"
05-02-2023,"{""head"": ""Joe Terranova"", ""relation"": ""dumped shares"", ""tail"": ""of Microsoft and Tesla""}"
05-02-2023,"{""head"": ""Elon Musk"", ""relation"": ""juggled"", ""tail"": ""the rescue of the social-media platform with responsibilities at two other companies""}"
06-02-2023,"{""head"": ""RBC Capital"", ""relation"": ""raised"", ""tail"": ""the price target on Tesla""}"
06-02-2023,"{""head"": ""Tesla Inc’s"", ""relation"": ""is considered"", ""tail"": ""top competitors""}"
06-02-2023,"{""head"": ""Tesla"", ""relation"": ""gained"", ""tail"": ""after Wedbush raised its price target""}"
06-02-2023,"{""head"": ""Ford"", ""relation"": ""has"", ""tail"": ""more attractive technical set up""}"
06-02-2023,"{""head"": ""Ford’s shares"", ""relation"": ""failed"", ""tail"": ""to break the $11 mark multiple times in the past year""}"
07-02-2023,"{""head"": ""Tesla"", ""relation"": ""ranked"", ""tail"": ""2 globally with 13% global market share YTD (2022)""}"
07-02-2023,"{""head"": ""Tesla"", ""relation"": ""ranked"", ""tail"": ""3 in China with 7.4% market share YTD (as of end Dec. 2022)""}"
07-02-2023,"{""head"": ""Tesla"", ""relation"": ""cut"", ""tail"": ""prices in China on the Model Y and Model 3 for the second time in less than three months""}"
07-02-2023,"{""head"": ""Tesla"", ""relation"": ""registered"", ""tail"": ""the projects to “Cell 1,” “Drive Unit,” “Cathode,” and “Cell Test Lab”""}"
07-02-2023,"{""head"": ""Tesla"", ""relation"": ""nearing"", ""tail"": ""a preliminary deal to build production facilities in Indonesia with a capacity of one million units""}"
09-02-2023,"{""head"": ""Tesla, Inc."", ""relation"": ""affected by"", ""tail"": ""high property taxes""}"
09-02-2023,"{""head"": ""Tesla, Inc."", ""relation"": ""impacted significantly by"", ""tail"": ""tax changes""}"
09-02-2023,"{""head"": ""Tesla, Inc."", ""relation"": ""included in"", ""tail"": ""corporations impacted significantly by tax changes""}"
09-02-2023,"{""head"": ""General Motors"", ""relation"": ""affected by"", ""tail"": ""high property taxes""}"
09-02-2023,"{""head"": ""General Motors"", ""relation"": ""impacted significantly by"", ""tail"": ""tax changes""}"
10-02-2023,"{""head"": ""Tesla Inc."", ""relation"": ""market dominance"", ""tail"": ""66.67% of the American EV market""}"
10-02-2023,"{""head"": ""Tesla Inc."", ""relation"": ""stock price change"", ""tail"": ""5% drop""}"
10-02-2023,"{""head"": ""Tesla Inc."", ""relation"": ""stock rating change"", ""tail"": ""CFRA analyst Garrett Nelson downgraded from strong buy to buy""}"
10-02-2023,"{""head"": ""Tesla Inc."", ""relation"": ""superchargers"", ""tail"": ""developed and deployed its own high-speed vehicle charger""}"
10-02-2023,"{""head"": ""Tesla Inc."", ""relation"": ""superchargers"", ""tail"": ""opened some of its Superchargers to vehicles which use CCS in Europe and Australia""}"
11-02-2023,"{""head"": ""Elon Musk"", ""relation"": ""is the CEO of"", ""tail"": ""Tesla Inc.""}"
11-02-2023,"{""head"": ""Tesla Inc."", ""relation"": ""has a direct competitor"", ""tail"": ""Hyundai Ioniq 6 electric car""}"
11-02-2023,"{""head"": ""Tesla Inc."", ""relation"": ""has opted for an asset-light strategy"", ""tail"": ""None""}"
11-02-2023,"{""head"": ""Tesla Inc."", ""relation"": ""has reduced SG&A expenses of $3.95B in FY2022"", ""tail"": ""None""}"
11-02-2023,"{""head"": ""NIO"", ""relation"": ""offers eight retail models"", ""tail"": ""None""}"
12-02-2023,"{""head"": ""Tesla Inc."", ""relation"": ""has parent company"", ""tail"": ""LG Energy Solution""}"
12-02-2023,"{""head"": ""Tesla Inc."", ""relation"": ""stock price"", ""tail"": ""$196.89 per share""}"
12-02-2023,"{""head"": ""Tesla Inc."", ""relation"": ""market cap"", ""tail"": ""$622.98Bil""}"
12-02-2023,"{""head"": ""Tesla Inc."", ""relation"": ""price-earnings ratio"", ""tail"": ""54.34""}"
12-02-2023,"{""head"": ""Tesla Inc."", ""relation"": ""price-to-GF Value ratio"", ""tail"": ""0.49""}"
13-02-2023,"{""head"": ""Soros Fund Management"", ""relation"": ""bought"", ""tail"": ""242,399 shares of Tesla, Inc.""}"
13-02-2023,"{""head"": ""Tesla, Inc."", ""relation"": ""signed a deal"", ""tail"": ""Piedmont Lithium""}"
13-02-2023,"{""head"": ""Piedmont Lithium"", ""relation"": ""lost"", ""tail"": ""2.5 cents, or 2.6%""}"
13-02-2023,"{""head"": ""Liontown Resources Ltd"", ""relation"": ""lost"", ""tail"": ""4 cents, or 2.8%""}"
13-02-2023,"{""head"": ""Lake Resources Ltd"", ""relation"": ""lost"", ""tail"": ""2.5 cents, or 3.4%""}"
14-02-2023,"{""head"": ""Tesla (TSLA)"", ""relation"": ""may team up with"", ""tail"": ""OpenAI""}"
14-02-2023,"{""head"": ""Tesla"", ""relation"": ""ahead of the industry in"", ""tail"": ""over-the-air updates""}"
14-02-2023,"{""head"": ""Tesla-OpenAI venture"", ""relation"": ""requires"", ""tail"": ""huge computing power""}"
14-02-2023,"{""head"": ""Tesla"", ""relation"": ""rushing to develop"", ""tail"": ""Dojo infrastructure""}"
14-02-2023,"{""head"": ""Dojo"", ""relation"": ""power"", ""tail"": ""68""}"
15-02-2023,"{""head"": ""Tesla"", ""relation"": ""will open part of its electric vehicle charging network"", ""tail"": ""Elon Musk""}"
15-02-2023,"{""head"": ""Tesla"", ""relation"": ""has 7,500 new and existing Superchargers and Destination Chargers"", ""tail"": ""Biden administration""}"
15-02-2023,"{""head"": ""Tesla"", ""relation"": ""will open 7,500 new and existing Superchargers and Destination Chargers by late 2024"", ""tail"": ""None""}"
15-02-2023,"{""head"": ""Tesla"", ""relation"": ""shares up"", ""tail"": ""White House announcement""}"
15-02-2023,"{""head"": ""Fossil fuel companies"", ""relation"": ""shares down"", ""tail"": ""Tesla charging stations announcement""}"
16-02-2023,"{""head"": ""Tesla"", ""relation"": ""recalled"", ""tail"": ""362,000 vehicles""}"
16-02-2023,"{""head"": ""Tesla Full Self-Driving software"", ""relation"": ""glitch"", ""tail"": ""could cause accidents""}"
16-02-2023,"{""head"": ""Tesla stock"", ""relation"": ""lost"", ""tail"": ""5%""}"
16-02-2023,"{""head"": ""Tesla Full Self-Driving"", ""relation"": ""lets"", ""tail"": ""a vehicle exceed speed limits or travel through intersections in an unlawful or unpredictable manner""}"
16-02-2023,"{""head"": ""Tesla"", ""relation"": ""disputed"", ""tail"": ""some of the findings""}"
17-02-2023,"{""head"": ""Tesla"", ""relation"": ""is considering a bid"", ""tail"": ""Sigma Lithium""}"
17-02-2023,"{""head"": ""Tesla"", ""relation"": ""remains a core holding"", ""tail"": ""Ark Invest ETFs""}"
17-02-2023,"{""head"": ""Tesla"", ""relation"": ""is affected"", ""tail"": ""Nvidia earnings""}"
17-02-2023,"{""head"": ""Sigma Lithium"", ""relation"": ""has not generated revenue"", ""tail"": ""true""}"
17-02-2023,"{""head"": ""Sigma Lithium"", ""relation"": ""is poised to start"", ""tail"": ""commercial production""}"
18-02-2023,"{""head"": ""Tesla"", ""relation"": ""considering buying"", ""tail"": ""Sigma Lithium Corp.""}"
18-02-2023,"{""head"": ""Tesla"", ""relation"": ""talks with potential advisers"", ""tail"": ""tabling a bid""}"
18-02-2023,"{""head"": ""Tesla"", ""relation"": ""potential purchase"", ""tail"": ""natural expansion""}"
18-02-2023,"{""head"": ""Tesla"", ""relation"": ""owning a mine"", ""tail"": ""assured supply at a competitive cost""}"
18-02-2023,"{""head"": ""Tesla"", ""relation"": ""considering bid"", ""tail"": ""Sigma Lithium""}"
19-02-2023,"{""head"": ""Tesla"", ""relation"": ""mulls purchase of"", ""tail"": ""Sigma Lithium""}"
19-02-2023,"{""head"": ""Tesla"", ""relation"": ""exploring options for"", ""tail"": ""lithium mine""}"
19-02-2023,"{""head"": ""Sigma Lithium"", ""relation"": ""is one of"", ""tail"": ""multiple options being explored by Tesla""}"
19-02-2023,"{""head"": ""Rio Tinto"", ""relation"": ""sees Sigma Lithium as"", ""tail"": ""way too expensive""}"
19-02-2023,"{""head"": ""Tesla"", ""relation"": ""killed in accident"", ""tail"": ""driver""}"
20-02-2023,"{""head"": ""Magnis Energy Technologies"", ""relation"": ""has offtake agreement with"", ""tail"": ""Tesla, Inc.""}"
20-02-2023,"{""head"": ""Tesla, Inc."", ""relation"": ""will purchase minimum aam"", ""tail"": ""17,500tpa""}"
20-02-2023,"{""head"": ""Tesla, Inc."", ""relation"": ""will purchase maximum aam"", ""tail"": ""35,000tpa""}"
20-02-2023,"{""head"": ""Tesla, Inc."", ""relation"": ""is subject of sec probe"", ""tail"": ""Autopilot driver-assistance system""}"
20-02-2023,"{""head"": ""Tesla, Inc."", ""relation"": ""has recall of vehicles"", ""tail"": ""363,000""}"
21-02-2023,"{""head"": ""Elon Musk"", ""relation"": ""has $56 billion pay dispute"", ""tail"": ""Tesla Inc""}"
21-02-2023,"{""head"": ""Tesla Investor"", ""relation"": ""challenged Elon Musk's pay in 2018"", ""tail"": ""Richard Tornetta""}"
21-02-2023,"{""head"": ""Tesla directors"", ""relation"": ""argued"", ""tail"": ""shareholders got their consideration""}"
21-02-2023,"{""head"": ""Misleading disclosure"", ""relation"": ""could void"", ""tail"": ""Tesla pay plan""}"
21-02-2023,"{""head"": ""Tesla pay plan"", ""relation"": ""based on"", ""tail"": ""shareholder vote""}"
22-02-2023,"{""head"": ""Tesla"", ""relation"": ""cut prices"", ""tail"": ""up to 20%""}"
22-02-2023,"{""head"": ""Tesla"", ""relation"": ""wait time"", ""tail"": ""1-2 months""}"
22-02-2023,"{""head"": ""Tesla"", ""relation"": ""overestimated demand"", ""tail"": ""excess inventory""}"
22-02-2023,"{""head"": ""Tesla"", ""relation"": ""competitive advantage"", ""tail"": ""low production cost""}"
22-02-2023,"{""head"": ""Tesla"", ""relation"": ""advantage reason"", ""tail"": ""automated manufacturing processes""}"
23-02-2023,"{""head"": ""Tesla (TSLA)"", ""relation"": ""closed at"", ""tail"": ""202.07""}"
23-02-2023,"{""head"": ""Tesla (TSLA)"", ""relation"": ""outpaced"", ""tail"": ""S&P 500's 0.53%""}"
23-02-2023,"{""head"": ""Tesla (TSLA)"", ""relation"": ""projected earnings"", ""tail"": ""0.86 per share""}"
23-02-2023,"{""head"": ""Tesla (TSLA)"", ""relation"": ""has Forward P/E ratio"", ""tail"": ""50.74""}"
23-02-2023,"{""head"": ""Tesla (TSLA)"", ""relation"": ""trading premium"", ""tail"": ""to the group""}"
24-02-2023,"{""head"": ""Ross Gerber"", ""relation"": ""is ending his run"", ""tail"": ""Tesla board of directors""}"
24-02-2023,"{""head"": ""Tesla"", ""relation"": ""will introduce more executives"", ""tail"": ""at a March 1 investor day at its Austin, Texas headquarters""}"
24-02-2023,"{""head"": ""Tesla"", ""relation"": ""will create more Twitter and promotional content"", ""tail"": ""move the brand away from its close identification with Musk""}"
24-02-2023,"{""head"": ""Tesla shares"", ""relation"": ""closed on Friday"", ""tail"": ""less than half their peak price in 2021""}"
24-02-2023,"{""head"": ""Tesla"", ""relation"": ""promised investors"", ""tail"": ""a look at our most advanced production line on March 1""}"
25-02-2023,"{""head"": ""Tesla Inc."", ""relation"": ""held an Investor Day event on March 1st."", ""tail"": ""None""}"
25-02-2023,"{""head"": ""Tesla Inc."", ""relation"": ""will provide incremental details on its next-generation vehicle platform."", ""tail"": ""None""}"
25-02-2023,"{""head"": ""Tesla Inc."", ""relation"": ""may face challenges in reducing costs."", ""tail"": ""None""}"
25-02-2023,"{""head"": ""Tesla Inc."", ""relation"": ""is considering entering the mining business."", ""tail"": ""None""}"
25-02-2023,"{""head"": ""Tesla Inc."", ""relation"": ""faces competition from other automakers in the electric vehicle market."", ""tail"": ""None""}"
27-02-2023,"{""head"": ""Elon Musk"", ""relation"": ""is the CEO of"", ""tail"": ""Tesla Inc""}"
27-02-2023,"{""head"": ""Tesla Inc"", ""relation"": ""is a company that manufactures electric vehicles"", ""tail"": ""None""}"
27-02-2023,"{""head"": ""Mexico"", ""relation"": ""is in talks with"", ""tail"": ""Tesla Inc""}"
27-02-2023,"{""head"": ""Mexico"", ""relation"": ""plans to invest in"", ""tail"": ""Tesla Inc""}"
27-02-2023,"{""head"": ""The two sides"", ""relation"": ""are 90 percent of the way towards"", ""tail"": ""an agreement""}"
28-02-2023,"{""head"": ""Tesla (TSLA)"", ""relation"": ""has lower registration in China than Q4 levels"", ""tail"": ""despite big price cuts""}"
28-02-2023,"{""head"": ""Tesla (TSLA)"", ""relation"": ""may announce"", ""tail"": ""a new EV platform""}"
28-02-2023,"{""head"": ""Tesla (TSLA)"", ""relation"": ""may confirm"", ""tail"": ""a planned Mexico factory""}"
28-02-2023,"{""head"": ""Tesla (TSLA)"", ""relation"": ""may offer"", ""tail"": ""other news""}"
28-02-2023,"{""head"": ""Tesla (TSLA)"", ""relation"": ""may announce Model 3 upgrade"", ""tail"": ""called Project Highland""}"
01-03-2023,"{""head"": ""Tesla Inc"", ""relation"": ""focuses on refining"", ""tail"": ""lithium""}"
01-03-2023,"{""head"": ""Elon Musk"", ""relation"": ""said"", ""tail"": ""Tesla is more focused on refining lithium than on mining""}"
01-03-2023,"{""head"": ""Tesla"", ""relation"": ""has broken ground"", ""tail"": ""on a proposed lithium refinery in Corpus Christi, Texas""}"
01-03-2023,"{""head"": ""Tesla"", ""relation"": ""aims to start"", ""tail"": ""output within a year""}"
01-03-2023,"{""head"": ""Tesla"", ""relation"": ""wants to process"", ""tail"": ""lithium concentrates into battery-grade lithium chemicals""}"
02-03-2023,"{""head"": ""Tesla"", ""relation"": ""lost value"", ""tail"": ""6%""}"
02-03-2023,"{""head"": ""Tesla"", ""relation"": ""had bad performance"", ""tail"": ""S&P 500""}"
02-03-2023,"{""head"": ""Tesla"", ""relation"": ""failed to announce"", ""tail"": ""new model launch date""}"
02-03-2023,"{""head"": ""Tesla"", ""relation"": ""failed to announce"", ""tail"": ""new model cost""}"
02-03-2023,"{""head"": ""Tesla"", ""relation"": ""have high expectations"", ""tail"": ""investors""}"
03-03-2023,"{""head"": ""Tesla Stock"", ""relation"": ""fell below"", ""tail"": ""21-day line""}"
03-03-2023,"{""head"": ""Tesla stock"", ""relation"": ""paused"", ""tail"": ""200-day line""}"
03-03-2023,"{""head"": ""Tesla"", ""relation"": ""aimed to slash"", ""tail"": ""silicon carbide use""}"
03-03-2023,"{""head"": ""ON stock"", ""relation"": ""retook"", ""tail"": ""21-day line""}"
03-03-2023,"{""head"": ""Tesla stock"", ""relation"": ""closed"", ""tail"": ""0.5% rise to 197.86""}"
04-03-2023,"{""head"": ""Tesla"", ""relation"": ""accepted"", ""tail"": ""Bitcoin""}"
04-03-2023,"{""head"": ""Tesla"", ""relation"": ""bought"", ""tail"": ""Bitcoin""}"
04-03-2023,"{""head"": ""Tesla"", ""relation"": ""hold"", ""tail"": ""Bitcoin""}"
04-03-2023,"{""head"": ""Tesla"", ""relation"": ""sold"", ""tail"": ""Bitcoin""}"
04-03-2023,"{""head"": ""Tesla"", ""relation"": ""inspired"", ""tail"": ""Adidas""}"
05-03-2023,"{""head"": ""Tesla, Inc"", ""relation"": ""is the dominant EV maker"", ""tail"": ""in the US""}"
05-03-2023,"{""head"": ""Tesla, Inc"", ""relation"": ""has a market share"", ""tail"": ""of ~65% in 2022""}"
05-03-2023,"{""head"": ""Tesla, Inc"", ""relation"": ""is the best-selling luxury vehicle brand"", ""tail"": ""in 2022""}"
05-03-2023,"{""head"": ""Tesla, Inc"", ""relation"": ""has some of the highest customer loyalty"", ""tail"": ""in the industry""}"
05-03-2023,"{""head"": ""Tesla, Inc"", ""relation"": ""will begin deliveries"", ""tail"": ""of the Cybertruck this year""}"
05-03-2023,"{""head"": ""Tesla, Inc"", ""relation"": ""projects to produce"", ""tail"": ""at least 100 thousand Cybertrucks per year""}"
05-03-2023,"{""head"": ""Tesla, Inc"", ""relation"": ""went through several years of heavy losses"", ""tail"": ""before it finally turned a profit""}"
05-03-2023,"{""head"": ""Tesla, Inc"", ""relation"": ""could follow suit as EVs take off"", ""tail"": ""with a slow-and-steady march toward profitability""}"
06-03-2023,"{""head"": ""Tesla, Inc."", ""relation"": ""makes parts for"", ""tail"": ""Michigan-based company""}"
